exercise_name,muscle,GIF_link
Bodyweight squat,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Bodyweight-Squat.gif
Lateral speed step,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Lateral-Speed-Step.gif
Curtsey squat,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Curtsey-Squat.gif
Split squat,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Split-Squat.gif
Backward jumping,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Backward-Jumping.gif
Jumping jack,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Jumping-jack.gif
Single leg broad jump,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Single-Leg-Broad-Jump.gif
Spider plank,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Spider-Plank.gif
Run in place exercise,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Run-in-Place-exercise.gif
Jump squat,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/Jump-Squat.gif
Short stride run,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Short-Stride-Run.gif
Lateral step up,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lateral-Step-up.gif
Step up opposite elbow to knee twist,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/04/Step-Up-Opposite-Elbow-to-Knee-Twist.gif
Band assisted sprinter run,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/10/Band-Assisted-Sprinter-Run.gif
Backwards running,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/08/Backwards-Running.gif
Side shuttle,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Side-Shuttle.gif
Tuck jump,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Tuck-Jump.gif
High knee squat,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/11/High-Knee-Squat.gif
Boxer shuffle cardio,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Boxer-Shuffle-Cardio.gif
Jab boxing,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/10/Jab-Boxing.gif
Punches,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Punches.gif
Right uppercut boxing,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/08/Right-Uppercut-Boxing.gif
Right cross boxing,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/08/Right-Cross-Boxing.gif
Hook kick kickboxing with boxing bag,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Hook-Kick-Kickboxing-with-boxing-bag.gif
Boxing right cross with boxing bag,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Boxing-Right-Cross-with-boxing-bag.gif
Walking high knee lunges,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Walking-High-Knee-Lunges.gif
Run in place,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Run-in-Place.gif
Jack burpees,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/10/Jack-Burpees.gif
Astride jumps,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/Astride-Jumps.gif
Long jump plyometrics,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/03/Long-Jump-Plyometrics.gif
Front plank with arm and leg lift,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/08/Front-Plank-With-Arm-And-Leg-Lift.gif
Kettlebell clean and jerk,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/06/Kettlebell-Clean-and-Jerk.gif
Dumbbell burpees,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Burpees.gif
Ski step,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/04/Ski-Step.gif
Dumbbell split jump,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Split-Jump.gif
Dumbbell jump squat,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Jump-Squat.gif
Burpees,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/burpees.gif
Vibrate plate standing,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/06/Vibrate-Plate-Standing.gif
High knees against wall,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/High-Knees-against-wall.gif
Vertical mountain climber,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/07/Vertical-Mountain-Climber.gif
Single leg hip thrust jump,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Leg-Hip-Thrust-Jump.gif
Cross body push up_plyometric,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cross-Body-Push-up_Plyometric.gif
Box jump to pistol squat,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/02/Box-Jump-to-Pistol-Squat.gif
Box jump 2 to 1,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/02/Box-Jump-2-to-1.gif
Box jump 1 to 2,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/02/Box-Jump-1-to-2.gif
Single leg box jump,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/02/Single-Leg-Box-Jump.gif
Stationary bike run,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Stationary-Bike-Run.gif
Hands bike,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Hands-Bike.gif
Squat tuck jump,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Squat-Tuck-Jump.gif
1 2 stick drill plyometrics,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/04/1-2-Stick-Drill-Plyometrics.gif
Step up,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/Step-up.gif
Snap jumps,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/SNAP-JUMPS.gif
Bear crawl,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bear-Crawl.gif
High knee run,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/08/High-Knee-Run.gif
High knee skips_cardio,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/High-Knee-Skips_Cardio.gif
Skater,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/Skater.gif
Assault airbike,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/06/Assault-AirBike.gif
Recumbent exercise bike,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/06/Recumbent-Exercise-Bike.gif
The box jump,Cardio,https://fitnessprogramer.com/wp-content/uploads/2015/07/The-Box-Jump.gif
Battle rope,Cardio,https://fitnessprogramer.com/wp-content/uploads/2015/07/Battle-Rope.gif
Medicine ball overhead throw,Chest,https://fitnessprogramer.com/wp-content/uploads/2023/09/Medicine-Ball-Overhead-Throw.gif
Standing medicine ball chest pass,Chest,https://fitnessprogramer.com/wp-content/uploads/2023/08/Standing-Medicine-Ball-Chest-Pass.gif
Arm scissors,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Arm-Scissors.gif
Incline chest fly machine,Chest,https://fitnessprogramer.com/wp-content/uploads/2023/06/Incline-Chest-Fly-Machine.gif
Barbell bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bench-Press.gif
Pec deck fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pec-Deck-Fly.gif
Dumbbell pullover,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Pullover.gif
Low cable crossover,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Low-Cable-Crossover.gif
High cable crossover,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/High-Cable-Crossover.gif
Cable upper chest crossovers,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/10/Cable-Upper-Chest-Crossovers.gif
Incline barbell bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Barbell-Bench-Press.gif
Dumbbell fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Fly.gif
Dumbbell press 1,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Press-1.gif
Cable crossover,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Cable-Crossover.gif
One arm cable chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/12/One-Arm-Cable-Chest-Press.gif
Single arm cable crossover,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/10/Single-Arm-Cable-Crossover.gif
Incline dumbbell fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-dumbbell-Fly.gif
Incline dumbbell press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Dumbbell-Press.gif
Reverse grip incline dumbbell press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Reverse-Grip-Incline-Dumbbell-Press.gif
10301301 lever pec deck fly_chest_720,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/05/10301301-Lever-Pec-Deck-Fly_Chest_720.gif
Decline dumbbell press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Decline-Dumbbell-Press.gif
Lever incline chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Incline-Chest-Press.gif
Chest dips,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Chest-Dips.gif
Assisted chest dip,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Assisted-Chest-Dip.gif
Lying cable fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lying-Cable-Fly.gif
Drop push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Drop-Push-Up.gif
Inner chest press machine,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Inner-Chest-Press-Machine.gif
Decline dumbbell fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Decline-Dumbbell-Fly.gif
Incline dumbbel hammer press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Dumbbel-Hammer-Press.gif
Dumbbell upward fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-Upward-Fly.gif
Narrow grip wall push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Narrow-Grip-Wall-Push-Up.gif
Shoulder stretch behind back,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/04/Shoulder-Stretch-Behind-Back.gif
Decline chest press machine,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/08/Decline-Chest-Press-Machine.gif
Lying chest press machine,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lying-Chest-Press-Machine.gif
Wall push ups,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/04/Wall-Push-ups.gif
Smith machine hex press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Smith-Machine-Hex-Press.gif
Close grip incline dumbbell press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Close-grip-Incline-Dumbbell-Press.gif
Kneeling push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/01/Kneeling-Push-up.gif
Decline cable fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Decline-Cable-Fly.gif
Smith machine bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Bench-Press.gif
Smith machine incline bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Incline-Bench-Press.gif
Parallel bar dip,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/04/parallel-bar-dip.gif
Back pec stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/05/Back-Pec-Stretch.gif
Lever incline hammer chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Incline-Hammer-Chest-Press.gif
Lever crossovers,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Crossovers.gif
Reverse grip dumbbell bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Reverse-Grip-Dumbbell-Bench-Press.gif
Lever chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Chest-Press.gif
Incline push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Push-Up.gif
Svend press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Svend-Press.gif
Reverse push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Reverse-Push-up.gif
Alternate dumbbell bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Alternate-Dumbbell-Bench-Press.gif
Close grip dumbbell press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/10/Close-Grip-Dumbbell-Press.gif
Clap push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Clap-Push-Up.gif
Above head chest stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Above-Head-Chest-Stretch.gif
Dynamic chest stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dynamic-Chest-Stretch.gif
Single dumbbell close grip press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/10/Single-Dumbbell-Close-grip-Press.gif
Knee push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/04/Knee-Push-Up.gif
Dips between chairs,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dips-Between-Chairs.gif
Push up with push up bars,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/10/Push-up-With-Push-up-Bars.gif
Inverted row,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Inverted-Row.gif
Smith machine decline bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Decline-Bench-Press.gif
One arm decline cable fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/One-Arm-Decline-Cable-Fly.gif
Korean dips,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/01/Korean-Dips.gif
Straight bar dip,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/01/Straight-Bar-Dip.gif
Dumbbell one arm reverse grip press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/01/Dumbbell-One-Arm-Reverse-Grip-Press.gif
Lever one arm chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lever-One-Arm-Chest-Press.gif
Standing one arm chest stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/08/Standing-one-arm-chest-stretch.gif
Push up medicine ball,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/08/Push-Up-Medicine-Ball.gif
Stability ball decline push ups,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/08/stability-ball-decline-push-ups.gif
Dumbbell pullover on stability ball,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/08/Dumbbell-Pullover-On-Stability-Ball.gif
Stability ball push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/08/stability-ball-push-up.gif
Dumbbell decline one arm hammer press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Dumbbell-Decline-One-Arm-Hammer-Press.gif
Pike push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Pike-Push-up.gif
Weighted push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/04/Weighted-Push-up.gif
Push up plus,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/06/Push-Up-Plus.gif
Single arm push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/09/Single-Arm-Push-up.gif
One arm kettlebell chest press on the bench,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/10/One-Arm-Kettlebell-Chest-Press-on-the-Bench.gif
Kettlebell chest press on the floor,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/10/Kettlebell-Chest-Press-on-the-Floor.gif
Wide grip barbell bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/07/Wide-Grip-Barbell-Bench-Press.gif
Decline barbell bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/03/Decline-Barbell-Bench-Press.gif
One arm push ups with support,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/01/One-Arm-Push-Ups-With-Support.gif
Band standing chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/01/Band-Standing-Chest-Press.gif
Seated chest stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Chest-Stretch.gif
Foam roller chest stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Chest-Stretch.gif
Roll front shoulder and chest lying on floor,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Roll-Front-Shoulder-and-Chest-Lying-on-Floor.gif
Reverse shoulder stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Reverse-Shoulder-Stretch.gif
Lying upper body rotation,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif
Lever decline chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/01/Lever-Decline-Chest-Press.gif
Fish pose matsyasana,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Fish-Pose-Matsyasana.gif
Incline chest press machine,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Chest-Press-Machine.gif
Incline cable fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Cable-Fly.gif
Reverse chest stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/11/Reverse-Chest-Stretch.gif
Kneeling landmine press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/12/Kneeling-Landmine-Press.gif
Pike push up between chairs,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/12/Pike-Push-Up-Between-Chairs.gif
Back slaps wrap around stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/12/Back-Slaps-Wrap-Around-Stretch.gif
Reaction ball throw agility ball drill ,Chest,https://fitnessprogramer.com/wp-content/uploads/2023/08/Reaction-Ball-Throw-Agility-Ball-Drill-.gif
Seated cable chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Cable-Chest-Press.gif
Seated cable close grip chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Cable-Close-Grip-Chest-Press.gif
Cable half kneeling pallof press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Half-Kneeling-Pallof-Press.gif
Chest and front of shoulder stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Chest-and-Front-of-Shoulder-Stretch.gif
Forearm push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Forearm-Push-up.gif
Banded shoulder adduction,Chest,https://fitnessprogramer.com/wp-content/uploads/2023/06/Banded-Shoulder-Adduction.gif
Band alternate incline chest press ,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Alternate-Incline-Chest-Press-.gif
Incline close grip bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/04/Incline-Close-Grip-Bench-Press.gif
Close grip bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Close-Grip-Bench-Press.gif
Diamond push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Diamond-Push-up.gif
Push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Push-Up.gif
Hammer press,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif
Chest press machine,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/02/Chest-Press-Machine.gif
Corner wall stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Corner-Wall-Stretch.gif
Barbell floor press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Barbell-Floor-Press.gif
Landmine floor chest fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/10/Landmine-Floor-Chest-Fly.gif
Decline hammer press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/01/Decline-hammer-press.gif
Barbell reverse close grip bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Reverse-Close-grip-Bench-Press.gif
Wide grip reverse bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/10/Wide-Grip-Reverse-Bench-Press.gif
Straddle planche,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Straddle-planche.gif
Close grip knee push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Close-Grip-Knee-Push-up.gif
Push up with rotation,Chest,https://fitnessprogramer.com/wp-content/uploads/2023/01/push-up-with-rotation.gif
Supine medicine ball chest throw exercise,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/06/Supine-Medicine-Ball-Chest-Throw-exercise.gif
Reverse dips,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/04/Reverse-Dips.gif
Trx chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/12/Trx-Chest-Press.gif
Dumbbell straight arm pullover knees at 90 degrees,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/11/Dumbbell-Straight-Arm-Pullover-knees-at-90-degrees.gif
Trx chest flyes,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/12/Trx-Chest-Flyes.gif
Doorway chest and sshoulder stretch,Chest,https://fitnessprogramer.com/wp-content/uploads/2021/01/Doorway-chest-and-sshoulder-stretch.gif
Kettlebell renegade row,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Renegade-Row.gif
Push up to renegade row,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Push-Up-to-Renegade-Row.gif
Modified hindu push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Modified-Hindu-Push-up.gif
Knuckle push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Knuckle-Push-Up.gif
Planche push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Planche-Push-Up.gif
Finger push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Finger-Push-up.gif
Chest tap push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Chest-Tap-Push-up.gif
Kettlebell deep push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Deep-Push-Up.gif
Archer push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Archer-Push-Up.gif
One leg push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Leg-Push-Up.gif
Bosu ball push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Bosu-Ball-Push-Up.gif
Resistance band alternating chest fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/09/Resistance-Band-Alternating-Chest-Fly.gif
Dumbbell reverse grip 30 degrees incline bench press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Reverse-Grip-30-Degrees-Incline-Bench-Press.gif
Incline landmine press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Incline-Landmine-Press.gif
Ring dips,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/07/Ring-Dips.gif
Cobra push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Cobra-Push-up.gif
Shoulder tap push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Shoulder-Tap-Push-up.gif
Single arm raise push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Raise-Push-up.gif
Suspended push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Suspended-Push-Up.gif
Close grip dumbbell push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Close-grip-Dumbbell-Push-Up.gif
Medicine ball push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Medicine-Ball-Push-Up.gif
Single arm push up on medicine ball,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Push-Up-on-Medicine-Ball.gif
Weighted vest push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/08/Weighted-Vest-Push-up.gif
Standing incline chest press,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/05/Standing-incline-chest-press.gif
Middle fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/05/Middle-fly.gif
Kneeling incline press gymstick,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/05/Kneeling-Incline-Press-Gymstick.gif
Low fly,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/05/Low-fly.gif
High chest fly with resistance band,Chest,https://fitnessprogramer.com/wp-content/uploads/2022/05/High-Chest-Fly-With-Resistance-Band.gif
Decline push up,Chest,https://fitnessprogramer.com/wp-content/uploads/2015/07/Decline-Push-Up.gif
Dumbbell good morning,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2023/10/Dumbbell-Good-Morning.gif
Dumbbell deadlifts,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-deadlifts.gif
Dumbbell sumo deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-sumo-deadlift.gif
Seated back extension,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/06/seated-back-extension.gif
Barbell bent over row,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bent-Over-Row.gif
Bent over dumbbell row,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Dumbbell-Row.gif
Barbell deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Deadlift.gif
Barbell romanian deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Romanian-Deadlift.gif
Sphinx stretch,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/05/Sphinx-Stretch.gif
Barbell good morning,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Good-Morning.gif
Weighted back extension,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/06/Weighted-Back-Extension.gif
Dumbbell romanian deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Romanian-Deadlift.gif
Barbell sumo deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Sumo-Deadlift.gif
Dumbbell straight leg deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Straight-Leg-Deadlift.gif
Seated hamstring stretch,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/05/Seated-Hamstring-Stretch.gif
Kettlebell single leg deadlift,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kettlebell-Single-Leg-Deadlift.gif
Hyperextension,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/02/hyperextension.gif
Floor hyperextension 1,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/04/Floor-Hyperextension-1.gif
Flat bench hyperextension,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/04/Flat-Bench-Hyperextension.gif
Reverse hyperextension machine,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/06/Reverse-Hyperextension-Machine.gif
T bar rows,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/04/t-bar-rows.gif
Smith machine good morning,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Good-Morning.gif
Cable pull through,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/06/Cable-Pull-Through.gif
Twisting hyperextension,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/08/Twisting-Hyperextension.gif
Swimming,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/05/Swimming.gif
Reverse hyperextensions,Erector-Spinae,https://fitnessprogramer.com/wp-content/uploads/2021/09/Reverse-Hyperextensions.gif
